PolicyID,State Code,County,2011,2012,Latitude,Longitude,Line,Construction,Point Granularity
625939,FL,VOLUSIA COUNTY,49922.9,59267.36,29.14704,-81.03822,Residential,Wood,3
262696,FL,VOLUSIA COUNTY,1474060.13,1333139.98,29.13196,-81.03355,Residential,Masonry,1
913263,FL,VOLUSIA COUNTY,3894336,4232364.36,29.14951,-81.02655,Commercial,Reinforced Masonry,1
744845,FL,VOLUSIA COUNTY,2077218,1941683.68,29.14951,-81.02655,Commercial,Reinforced Masonry,1
870758,FL,VOLUSIA COUNTY,2261673,2795427.83,29.14951,-81.02655,Commercial,Reinforced Masonry,1
917183,FL,VOLUSIA COUNTY,2404728,3133408.68,29.14951,-81.02655,Commercial,Reinforced Masonry,1
997495,FL,VOLUSIA COUNTY,1048194,1397032.96,29.11962,-81.0384,Residential,Masonry,1
818025,FL,VOLUSIA COUNTY,1188747,1381868.46,29.11962,-81.0384,Residential,Masonry,1
294879,FL,VOLUSIA COUNTY,1048194,950422.66,29.11962,-81.0384,Residential,Masonry,1
362081,FL,VOLUSIA COUNTY,1316709,2066350.93,29.11962,-81.0384,Residential,Masonry,1
792782,FL,VOLUSIA COUNTY,15210,13868.48,29.11962,-81.0384,Residential,Wood,1
526576,FL,VOLUSIA COUNTY,1989000,1378098.54,29.11962,-81.0384,Commercial,Reinforced Masonry,1
344855,FL,VOLUSIA COUNTY,1670193,2216539.85,29.13078,-81.01657,Residential,Masonry,1
682006,FL,VOLUSIA COUNTY,1640664,1617176.25,29.13078,-81.01657,Residential,Masonry,1
962496,FL,VOLUSIA COUNTY,1607130,2264510.46,29.13078,-81.01657,Residential,Masonry,1
808666,FL,VOLUSIA COUNTY,1430163,2372649,29.13078,-81.01657,Residential,Masonry,1
838500,FL,VOLUSIA COUNTY,3036375,3822978.31,29.13078,-81.01657,Commercial,Reinforced Masonry,1
842070,FL,VOLUSIA COUNTY,1511901,2111369.75,29.13078,-81.01657,Residential,Masonry,1
919711,FL,VOLUSIA COUNTY,667746,933040.15,29.13078,-81.01657,Residential,Masonry,1
752903,FL,VOLUSIA COUNTY,1106721,1081470.05,29.14779,-81.00089,Residential,Masonry,1
363096,FL,VOLUSIA COUNTY,950814,1127395.37,29.14779,-81.00089,Residential,Masonry,1
873560,FL,VOLUSIA COUNTY,1051155.01,1179088.98,29.131428,-81.007111,Residential,Masonry,1
191104,FL,VOLUSIA COUNTY,1165860.76,1238647.78,29.11884,-81.02333,Residential,Masonry,1
573603,FL,VOLUSIA COUNTY,643500,494208,29.1254,-81.35303,Residential,Masonry,1
919030,FL,VOLUSIA COUNTY,252248.4,393936.33,29.220587,-81.318367,Residential,Wood,1
707649,FL,VOLUSIA COUNTY,138864.6,175498.89,29.131128,-81.285103,Residential,Wood,1
754244,FL,VOLUSIA COUNTY,289908,504235.82,29.16033,-81.386645,Residential,Wood,3
933008,FL,VOLUSIA COUNTY,253710,299159.61,29.16033,-81.386645,Residential,Wood,3
599502,FL,VOLUSIA COUNTY,370791,639935.95,29.16033,-81.386645,Residential,Masonry,3
108651,FL,VOLUSIA COUNTY,2395800,1848120.12,29.16033,-81.386645,Commercial,Reinforced Masonry,3
233752,FL,VOLUSIA COUNTY,275293.8,229925.38,29.114527,-81.347481,Residential,Wood,1
294196,FL,VOLUSIA COUNTY,40697.1,40249.11,29.114527,-81.347481,Residential,Wood,1
564920,FL,VOLUSIA COUNTY,27000,36001.8,29.1348,-81.3341,Residential,Wood,4
188179,FL,PUTNAM COUNTY,211608,302348.9,29.669,-81.5863,Residential,Wood,4
230674,FL,PUTNAM COUNTY,283599.86,394708.62,29.64772,-81.60089,Residential,Wood,3
639609,FL,PUTNAM COUNTY,2079732.33,1545124.66,29.64772,-81.60089,Commercial,Reinforced Masonry,3
874532,FL,PUTNAM COUNTY,4270048.76,7777167.92,29.64772,-81.60089,Commercial,Reinforced Masonry,3
959871,FL,PUTNAM COUNTY,142215.88,163320.71,29.696625,-81.558315,Residential,Wood,3
236326,FL,PUTNAM COUNTY,851325.2,1041358.01,29.669,-81.5863,Residential,Masonry,1
857262,FL,PUTNAM COUNTY,5166655.96,5821038.77,29.669,-81.5863,Commercial,Reinforced Masonry,3
827666,FL,PUTNAM COUNTY,2147796.3,1782499.11,29.669,-81.5863,Commercial,Reinforced Masonry,1
166276,FL,PUTNAM COUNTY,598477.96,767088.35,29.669,-81.5863,Residential,Masonry,3
413493,FL,PUTNAM COUNTY,59553.67,76288.25,29.695315,-81.625095,Residential,Wood,4
122394,FL,VOLUSIA COUNTY,150415.2,172821.8,28.994122,-80.908897,Residential,Wood,1
810700,FL,VOLUSIA COUNTY,44100,32104.8,28.99375,-80.908028,Residential,Wood,1
785576,FL,VOLUSIA COUNTY,873,1404.08,28.992571,-80.905548,Residential,Wood,1
708894,FL,VOLUSIA COUNTY,315000,491851.71,28.99584,-80.90913,Residential,Wood,1
128182,FL,VOLUSIA COUNTY,491228.1,711577.31,28.951183,-80.945541,Residential,Masonry,3
881097,FL,VOLUSIA COUNTY,1240323.26,1723125.3,28.969645,-80.902817,Residential,Masonry,3
917198,FL,VOLUSIA COUNTY,476271,486565.6,28.983873,-80.907761,Residential,Masonry,1
106683,FL,VOLUSIA COUNTY,892539,1374324.41,28.983873,-80.907761,Residential,Masonry,1
770894,FL,VOLUSIA COUNTY,1364859.23,1579567.96,28.974438,-80.897209,Residential,Masonry,3
999359,FL,VOLUSIA COUNTY,201339.27,201685.17,28.94197,-80.882825,Residential,Wood,3
198181,FL,VOLUSIA COUNTY,214644.01,194898.9,28.9793,-80.9141,Residential,Wood,4
631473,FL,VOLUSIA COUNTY,390014.19,401839.42,28.9793,-80.9141,Residential,Masonry,4
889016,FL,VOLUSIA COUNTY,166500,242577.18,28.97228,-80.89824,Residential,Wood,3
303031,FL,VOLUSIA COUNTY,940344.93,951158.9,28.992743,-80.90477,Residential,Masonry,1
377542,FL,VOLUSIA COUNTY,974771.5,1419427.16,28.972261,-80.897629,Residential,Masonry,3
951489,FL,VOLUSIA COUNTY,51624.14,72480.29,28.99311,-80.90409,Residential,Wood,1
686879,FL,VOLUSIA COUNTY,66945.29,81555.43,28.9793,-80.9141,Residential,Wood,4
801049,FL,VOLUSIA COUNTY,4801.05,6464.13,28.98004,-80.90291,Residential,Wood,3
173960,FL,VOLUSIA COUNTY,79074.72,95050.97,28.99243,-80.90686,Residential,Wood,1
488330,FL,VOLUSIA COUNTY,54212.08,54016.05,28.979616,-80.902916,Residential,Wood,1
237875,FL,VOLUSIA COUNTY,436170.11,329304.95,28.992571,-80.905548,Residential,Masonry,1
593377,FL,VOLUSIA COUNTY,320967.48,341060.04,28.980595,-80.904343,Residential,Wood,1
130913,FL,VOLUSIA COUNTY,124308.68,167536.28,28.976618,-80.898064,Residential,Wood,3
125769,FL,VOLUSIA COUNTY,87947.33,111027.88,28.9793,-80.9141,Residential,Wood,1
947936,FL,VOLUSIA COUNTY,368853.36,346167.4,28.9793,-80.9141,Residential,Masonry,3
877888,FL,VOLUSIA COUNTY,70095.48,77965.8,28.98497,-80.922554,Residential,Wood,1
163808,FL,VOLUSIA COUNTY,1153817.48,1369004.44,28.980055,-80.941175,Residential,Masonry,3
631628,FL,VOLUSIA COUNTY,78558.47,137723.53,28.993643,-80.919189,Residential,Wood,4
175071,FL,VOLUSIA COUNTY,70095.48,56383.68,28.990973,-80.903534,Residential,Wood,1
836122,FL,VOLUSIA COUNTY,65632.24,75532.73,28.9474,-80.9545,Residential,Wood,1
118326,FL,VOLUSIA COUNTY,65632.24,92658.02,28.9474,-80.9545,Residential,Wood,1
394507,FL,VOLUSIA COUNTY,65632.24,54973.96,28.9474,-80.9545,Residential,Wood,1
386841,FL,VOLUSIA COUNTY,65632.24,51850.78,28.9474,-80.9545,Residential,Wood,1
923423,FL,VOLUSIA COUNTY,5303.82,4507.8,28.9474,-80.9545,Residential,Wood,1
987709,FL,VOLUSIA COUNTY,70095.48,107509.93,28.97276,-80.901175,Residential,Wood,3
830445,FL,VOLUSIA COUNTY,32554.63,38269.24,28.98921,-80.90169,Residential,Wood,1
346459,FL,VOLUSIA COUNTY,28056.6,34839.48,28.98921,-80.90169,Residential,Wood,1
974850,FL,VOLUSIA COUNTY,11671.54,19359.59,28.98921,-80.90169,Residential,Wood,1
766613,FL,VOLUSIA COUNTY,89781.11,90867.28,28.95587,-80.942325,Residential,Wood,3
852166,FL,VOLUSIA COUNTY,193814.98,209610.9,28.985897,-80.909035,Residential,Wood,1
299070,FL,VOLUSIA COUNTY,16277.32,22548.64,28.985897,-80.909035,Residential,Wood,1
538968,FL,VOLUSIA COUNTY,76313.95,92437.56,28.985897,-80.909035,Residential,Wood,1
906899,FL,VOLUSIA COUNTY,501168.27,529137.47,28.985458,-80.911797,Residential,Masonry,1
142191,FL,VOLUSIA COUNTY,643822.6,639084.07,28.985458,-80.911797,Residential,Masonry,1
115095,FL,VOLUSIA COUNTY,212524.24,207779.85,28.985458,-80.911797,Residential,Wood,1
285481,FL,VOLUSIA COUNTY,2922829.74,4249490.46,28.985458,-80.911797,Commercial,Reinforced Masonry,1
521069,FL,VOLUSIA COUNTY,501168.27,536196.43,28.985458,-80.911797,Residential,Masonry,1
302050,FL,VOLUSIA COUNTY,53162.76,64194.04,28.985458,-80.911797,Residential,Wood,1
418004,FL,VOLUSIA COUNTY,687565.08,1097209.49,28.985458,-80.911797,Residential,Masonry,1
652006,FL,VOLUSIA COUNTY,84009.31,117965.87,28.980055,-80.941175,Residential,Wood,3
711676,FL,VOLUSIA COUNTY,429760.86,629004.88,28.972184,-80.897227,Residential,Masonry,4
674505,FL,VOLUSIA COUNTY,329474.24,336390.56,28.972184,-80.897227,Residential,Wood,4
397466,FL,VOLUSIA COUNTY,216324.22,200592.26,28.972184,-80.897227,Residential,Wood,4
390534,FL,VOLUSIA COUNTY,54212.08,59515.11,28.983065,-80.913745,Residential,Wood,3
537005,FL,VOLUSIA COUNTY,134671.67,122416.55,28.9793,-80.9141,Residential,Wood,4
386449,FL,VOLUSIA COUNTY,529200.9,566880,29.00278,-80.91412,Residential,Masonry,1
498793,FL,MARION COUNTY,32130,47141.14,29.364725,-81.964935,Residential,Wood,1
469770,FL,MARION COUNTY,273331.86,469780.12,29.3705,-81.8472,Residential,Wood,4
516858,FL,MARION COUNTY,5611.32,8644.84,29.3705,-81.8472,Residential,Wood,4
442421,FL,MARION COUNTY,76079.39,101839.88,29.3705,-81.8472,Residential,Wood,4
957688,FL,MARION COUNTY,201193.86,241017.37,29.495094,-81.980469,Residential,Wood,3
848578,FL,MARION COUNTY,104849.75,80346.36,29.495094,-81.980469,Residential,Wood,3
860584,FL,MARION COUNTY,111583.33,83679.13,29.495094,-81.980469,Residential,Wood,3
510384,FL,MARION COUNTY,41491.22,50059.16,29.495094,-81.980469,Residential,Wood,3
869562,FL,MARION COUNTY,23607.94,22105.53,29.363754,-81.967361,Residential,Wood,1
495308,FL,MARION COUNTY,57735.99,84060.6,29.365946,-81.740501,Residential,Wood,3
835948,FL,FLAGLER COUNTY,1267496.1,2119577.96,29.46735,-81.12356,Residential,Masonry,1
670807,FL,FLAGLER COUNTY,229050,272777.94,29.46792,-81.12383,Residential,Wood,1
794160,FL,FLAGLER COUNTY,790584.3,1152624.47,29.48631,-81.13148,Residential,Masonry,1
172922,FL,FLAGLER COUNTY,328462.2,536586.36,29.4678,-81.14326,Residential,Wood,1
569262,FL,FLAGLER COUNTY,2835785.66,4001860.72,29.431953,-81.154495,Commercial,Reinforced Masonry,1
104983,FL,FLAGLER COUNTY,8516440.8,12240000,29.4772,-81.14944,Commercial,Reinforced Masonry,3
116673,FL,FLAGLER COUNTY,201339.27,303619.62,29.4664,-81.1339,Residential,Wood,4
112835,FL,FLAGLER COUNTY,59749.33,104007.57,29.476641,-81.14576,Residential,Wood,1
536086,FL,FLAGLER COUNTY,66269.68,73636.49,29.476641,-81.14576,Residential,Wood,1
953231,FL,FLAGLER COUNTY,47054.28,41304.25,29.478374,-81.134987,Residential,Wood,3
935824,FL,FLAGLER COUNTY,22721.36,28306.83,29.47842,-81.134872,Residential,Wood,3
502653,FL,FLAGLER COUNTY,1178377.11,1083859.48,29.520929,-81.149925,Residential,Masonry,1
974946,FL,FLAGLER COUNTY,89781.11,138058.66,29.437344,-81.1577,Residential,Wood,1
845407,FL,FLAGLER COUNTY,189325.92,313087.52,29.4664,-81.1339,Residential,Wood,3
486688,FL,FLAGLER COUNTY,189325.92,164295.14,29.4664,-81.1339,Residential,Wood,3
799469,FL,FLAGLER COUNTY,189325.92,178117.83,29.4664,-81.1339,Residential,Wood,3
600792,FL,FLAGLER COUNTY,231466.93,300924.37,29.4664,-81.1339,Residential,Wood,3
300917,FL,FLAGLER COUNTY,181427.43,242497.35,29.47187,-81.14283,Residential,Wood,3
543291,FL,FLAGLER COUNTY,19078.49,20096.51,29.47187,-81.14283,Residential,Wood,3
222035,FL,FLAGLER COUNTY,179562.23,137713.09,29.47187,-81.14283,Residential,Wood,3
689698,FL,FLAGLER COUNTY,140282.99,211825.07,29.4742,-81.13616,Residential,Wood,1
180650,FL,FLAGLER COUNTY,140282.99,181251.23,29.474405,-81.145894,Residential,Wood,1
750695,FL,FLAGLER COUNTY,1683395.87,2257979.27,29.480289,-81.126961,Residential,Masonry,1
180069,FL,FLAGLER COUNTY,5353.2,4718.82,29.480289,-81.126961,Residential,Wood,1
986288,FL,FLAGLER COUNTY,157116.95,215396.34,29.43054,-81.1077,Residential,Wood,3
679539,FL,FLAGLER COUNTY,140282.99,123540.21,29.44959,-81.11602,Residential,Wood,4
748468,FL,FLAGLER COUNTY,140282.99,176857.57,29.4729,-81.12716,Residential,Wood,4
915280,FL,FLAGLER COUNTY,140282.99,110915.59,29.48574,-81.130185,Residential,Wood,3
746315,FL,FLAGLER COUNTY,140282.99,180234.46,29.4664,-81.1339,Residential,Wood,4
212369,FL,FLAGLER COUNTY,402577.39,485146.01,29.4664,-81.1339,Residential,Masonry,4
635254,FL,FLAGLER COUNTY,606523.04,637025.69,29.4664,-81.1339,Residential,Masonry,4
578379,FL,FLAGLER COUNTY,3903302.7,5077439.57,29.566595,-81.20459,Commercial,Reinforced Masonry,1
252882,FL,FLAGLER COUNTY,496211.4,587876.53,29.555436,-81.23708,Residential,Masonry,3
246875,FL,FLAGLER COUNTY,2427528.6,3947258.6,29.556723,-81.197327,Commercial,Reinforced Masonry,1
594033,FL,FLAGLER COUNTY,65700,84812.92,29.556723,-81.197327,Residential,Wood,1
857324,FL,FLAGLER COUNTY,70200,108569.78,29.556723,-81.197327,Residential,Wood,1
857308,FL,FLAGLER COUNTY,70200,87956.67,29.556723,-81.197327,Residential,Wood,1
736544,FL,FLAGLER COUNTY,45900,65829.78,29.55977,-81.20407,Residential,Wood,3
766827,FL,FLAGLER COUNTY,17100,14907.68,29.55266,-81.23276,Residential,Wood,1
772766,FL,FLAGLER COUNTY,1880988.45,2052775.37,29.555092,-81.211472,Commercial,Reinforced Masonry,1
282250,FL,FLAGLER COUNTY,1285200,1401063.35,29.551743,-81.23317,Residential,Masonry,1
139690,FL,FLAGLER COUNTY,1053558,1444301.59,29.47542,-81.17943,Residential,Masonry,1
762840,FL,FLAGLER COUNTY,389895.3,419607.66,29.576263,-81.174995,Residential,Masonry,1
125666,FL,FLAGLER COUNTY,225291.6,320372.77,29.60787,-81.2005,Residential,Wood,1
195452,FL,FLAGLER COUNTY,4211.48,7405.17,29.55092,-81.241386,Residential,Wood,1
967007,FL,FLAGLER COUNTY,248826.42,302771.99,29.55092,-81.241386,Residential,Wood,1
138260,FL,FLAGLER COUNTY,221188.01,325332.17,29.55092,-81.241386,Residential,Wood,1
416035,FL,FLAGLER COUNTY,265818.29,284854.07,29.55092,-81.241386,Residential,Wood,1
539203,FL,FLAGLER COUNTY,265818.29,269188.87,29.55092,-81.241386,Residential,Wood,1
776628,FL,FLAGLER COUNTY,25118.42,43242.51,29.55092,-81.241386,Residential,Wood,1
231043,FL,FLAGLER COUNTY,248826.42,377658.79,29.55092,-81.241386,Residential,Wood,1
230729,FL,FLAGLER COUNTY,262152.51,450565.97,29.567787,-81.191922,Residential,Wood,1
618948,FL,FLAGLER COUNTY,64523.78,85344.64,29.551285,-81.241447,Residential,Wood,1
854516,FL,FLAGLER COUNTY,145035.97,125392.29,29.567787,-81.191922,Residential,Wood,1
230332,FL,FLAGLER COUNTY,61239.62,98136.25,29.551285,-81.241447,Residential,Wood,1
727895,FL,FLAGLER COUNTY,81590.89,74841.69,29.57193,-81.25456,Residential,Wood,1
935630,FL,FLAGLER COUNTY,3807.19,3068.52,29.567787,-81.191922,Residential,Wood,1
808827,FL,FLAGLER COUNTY,81590.89,94548.34,29.57193,-81.25456,Residential,Wood,1
815710,FL,FLAGLER COUNTY,2461.08,3305.31,29.551907,-81.248787,Residential,Wood,1
794978,FL,FLAGLER COUNTY,58183.9,94929.36,29.54656,-81.21174,Residential,Wood,1
550131,FL,FLAGLER COUNTY,43807.21,68956.92,29.551907,-81.248787,Residential,Wood,1
708613,FL,FLAGLER COUNTY,4193872.37,4896312.44,29.551891,-81.248726,Commercial,Reinforced Masonry,1
267843,FL,FLAGLER COUNTY,3535.25,2694.92,29.562714,-81.271118,Residential,Wood,1
393750,FL,FLAGLER COUNTY,57095.22,84358.42,29.562714,-81.271118,Residential,Wood,1
606000,FL,FLAGLER COUNTY,5505.02,8597.28,29.562714,-81.271118,Residential,Wood,1
341300,FL,FLAGLER COUNTY,9531.58,14892.14,29.551907,-81.248787,Residential,Wood,1
506916,FL,FLAGLER COUNTY,156153.88,169708.04,29.547266,-81.211998,Residential,Wood,1
906392,FL,FLAGLER COUNTY,265126.65,435487.23,29.547266,-81.211998,Residential,Wood,1
361708,FL,FLAGLER COUNTY,265126.65,277746.68,29.547266,-81.211998,Residential,Wood,1
438297,FL,FLAGLER COUNTY,156153.88,252294.7,29.547266,-81.211998,Residential,Wood,1
678066,FL,FLAGLER COUNTY,370375.63,520192.57,29.55092,-81.241386,Residential,Masonry,1
812937,FL,FLAGLER COUNTY,1094154.96,1090216,29.547266,-81.211998,Residential,Masonry,1
263067,FL,FLAGLER COUNTY,88765.64,71020.32,29.547266,-81.211998,Residential,Wood,1
586609,FL,FLAGLER COUNTY,3786062.37,4420636.72,29.55092,-81.241386,Commercial,Reinforced Masonry,1
951929,FL,FLAGLER COUNTY,1671276.63,2650511.04,29.547266,-81.211998,Residential,Masonry,1
105345,FL,FLAGLER COUNTY,223702.57,318823.36,29.547266,-81.211998,Residential,Wood,1
794905,FL,FLAGLER COUNTY,414568.99,603612.45,29.547266,-81.211998,Residential,Masonry,1
684769,FL,FLAGLER COUNTY,39238.57,51893.8,29.547266,-81.211998,Residential,Wood,1
409704,FL,FLAGLER COUNTY,414568.99,659144.8,29.547266,-81.211998,Residential,Masonry,1
387460,FL,FLAGLER COUNTY,820418.34,676984.6,29.58219,-81.215073,Residential,Masonry,3
342173,FL,FLAGLER COUNTY,1326437.47,1344105.62,29.55006,-81.238152,Residential,Masonry,1
821943,FL,FLAGLER COUNTY,2338387.92,3436504.24,29.553509,-81.226753,Commercial,Reinforced Masonry,3
531691,FL,FLAGLER COUNTY,3417491.44,3315349.46,29.5511,-81.2342,Commercial,Reinforced Masonry,3
428852,FL,FLAGLER COUNTY,916115.05,998931.85,29.578863,-81.213448,Residential,Masonry,1
158476,FL,FLAGLER COUNTY,1017893.37,1001981.66,29.58439,-81.181565,Residential,Masonry,3
951520,FL,FLAGLER COUNTY,4096263.27,3754995.39,29.58439,-81.181565,Commercial,Reinforced Masonry,3
831677,FL,FLAGLER COUNTY,56113.2,72004.73,29.58439,-81.181565,Residential,Wood,3
248485,FL,FLAGLER COUNTY,112226.39,173147.37,29.58439,-81.181565,Residential,Wood,3
845512,FL,FLAGLER COUNTY,140282.99,191571.29,29.58439,-81.181565,Residential,Wood,3
812319,FL,FLAGLER COUNTY,56113.2,52284.59,29.58439,-81.181565,Residential,Wood,3
171734,FL,FLAGLER COUNTY,163396.01,211164.18,29.616301,-81.195328,Residential,Wood,1
348008,FL,FLAGLER COUNTY,198319.74,231470.08,29.616302,-81.195099,Residential,Wood,1
104881,FL,FLAGLER COUNTY,39744.98,60639.43,29.58283,-81.23304,Residential,Wood,3
699662,FL,FLAGLER COUNTY,29158.66,40465.75,29.61562,-81.20399,Residential,Wood,1
918865,FL,FLAGLER COUNTY,7574.16,10688.65,29.61562,-81.20399,Residential,Wood,1
104844,FL,FLAGLER COUNTY,22721.36,21032.02,29.61562,-81.20399,Residential,Wood,1
927632,FL,FLAGLER COUNTY,37534.12,46021.03,29.58439,-81.181565,Residential,Wood,3
742874,FL,FLAGLER COUNTY,50490.65,86401.73,29.657162,-81.23764,Residential,Wood,3
232622,FL,FLAGLER COUNTY,82047.59,72289.02,29.657162,-81.23764,Residential,Wood,3
832054,FL,FLAGLER COUNTY,58879.58,95888.33,29.657162,-81.23764,Residential,Wood,3
861218,FL,FLAGLER COUNTY,25245.33,23527.23,29.657162,-81.23764,Residential,Wood,3
937125,FL,FLAGLER COUNTY,86150.59,107050.72,29.657162,-81.23764,Residential,Wood,3
548763,FL,FLAGLER COUNTY,97098.27,104516.58,29.657162,-81.23764,Residential,Wood,3
791156,FL,FLAGLER COUNTY,56802.27,81860.7,29.5785,-81.2161,Residential,Wood,4
587168,FL,FLAGLER COUNTY,56802.27,74898.9,29.657162,-81.23764,Residential,Wood,3
446535,FL,FLAGLER COUNTY,31556.94,51259.51,29.553291,-81.241028,Residential,Wood,1
351074,FL,FLAGLER COUNTY,94670.82,108529.68,29.55659,-81.17531,Residential,Wood,3
275660,FL,FLAGLER COUNTY,46704.13,69263.17,29.60399,-81.18916,Residential,Wood,3
553661,FL,FLAGLER COUNTY,50490.65,69573.39,29.60399,-81.18916,Residential,Wood,3
617930,FL,FLAGLER COUNTY,1281064.25,1644002.57,29.60693,-81.19863,Residential,Masonry,3
841171,FL,FLAGLER COUNTY,217257.95,337879.56,29.5785,-81.2161,Residential,Wood,4
253394,FL,FLAGLER COUNTY,217257.95,280704.22,29.5785,-81.2161,Residential,Wood,4
479910,FL,FLAGLER COUNTY,97098.27,173972.14,29.5559,-81.21204,Residential,Wood,4
661611,FL,FLAGLER COUNTY,36411.85,40651.58,29.625245,-81.195235,Residential,Wood,3
583600,FL,FLAGLER COUNTY,135793.93,130036.27,29.5785,-81.2161,Residential,Wood,4
703167,FL,FLAGLER COUNTY,16833.96,16567.04,29.5785,-81.2161,Residential,Wood,4
512645,FL,FLAGLER COUNTY,26934.33,42904.62,29.5785,-81.2161,Residential,Wood,4
182524,FL,FLAGLER COUNTY,896980.65,1233822,29.5785,-81.2161,Residential,Masonry,4
808971,FL,FLAGLER COUNTY,439927.45,413531.81,29.5785,-81.2161,Residential,Masonry,4
463365,FL,FLAGLER COUNTY,8978.11,11355.25,29.5785,-81.2161,Residential,Wood,4
707080,FL,FLAGLER COUNTY,50501.88,69906.72,29.5785,-81.2161,Residential,Wood,4
381976,FL,FLAGLER COUNTY,38156.97,32467.16,29.5785,-81.2161,Residential,Wood,4
357730,FL,FLAGLER COUNTY,56113.2,83878,29.54586,-81.19231,Residential,Wood,3
716209,FL,FLAGLER COUNTY,22445.28,25078.42,29.54586,-81.19231,Residential,Wood,3
239346,FL,FLAGLER COUNTY,28056.6,31476.81,29.54586,-81.19231,Residential,Wood,3
781343,FL,FLAGLER COUNTY,106615.07,189747.11,29.54586,-81.19231,Residential,Wood,3
879903,FL,PUTNAM COUNTY,111600,171816.01,29.38908,-81.637131,Residential,Wood,1
519214,FL,PUTNAM COUNTY,1530,1336.61,29.38908,-81.637131,Residential,Wood,1
456437,FL,PUTNAM COUNTY,940893.49,840165.2,29.7655,-81.8563,Residential,Masonry,3
494458,FL,VOLUSIA COUNTY,2372355,2370680.12,28.947388,-80.891907,Commercial,Reinforced Masonry,1
898210,FL,VOLUSIA COUNTY,540000,649150.2,28.95498,-80.88923,Residential,Masonry,1
641058,FL,VOLUSIA COUNTY,64502.1,97867.75,28.95598,-80.90718,Residential,Wood,1
405267,FL,VOLUSIA COUNTY,16833.96,21618.04,28.91473,-80.86308,Residential,Wood,1
189601,FL,VOLUSIA COUNTY,21133.35,25927.58,28.96242,-80.890099,Residential,Wood,3
646400,FL,VOLUSIA COUNTY,87947.33,100803.83,28.942228,-80.895676,Residential,Wood,1
729115,FL,VOLUSIA COUNTY,89781.11,149255.71,28.91327,-80.86231,Residential,Wood,1
369648,FL,VOLUSIA COUNTY,89781.11,90597.31,28.931423,-80.879631,Residential,Wood,1
526520,FL,VOLUSIA COUNTY,54212.08,68692.67,28.96367,-80.89516,Residential,Wood,1
503334,FL,VOLUSIA COUNTY,28056.6,20079.55,28.94739,-80.892197,Residential,Wood,1
649305,FL,VOLUSIA COUNTY,168339.59,279815.74,28.94739,-80.892197,Residential,Wood,1
357293,FL,VOLUSIA COUNTY,134671.67,224619.42,28.94739,-80.892197,Residential,Wood,1
999514,FL,VOLUSIA COUNTY,8978.11,6800.92,28.94739,-80.892197,Residential,Wood,1
307029,FL,VOLUSIA COUNTY,188540.34,217632.11,28.94739,-80.892197,Residential,Wood,1
228627,FL,ST  JOHNS COUNTY,511004.7,746169.06,29.716291,-81.506981,Residential,Masonry,1
946882,FL,ST  JOHNS COUNTY,163620,235733.55,29.716291,-81.506981,Residential,Wood,1
437675,FL,ST  JOHNS COUNTY,193879.3,285328.29,29.72596,-81.50779,Residential,Wood,3
814839,FL,ST  JOHNS COUNTY,85422.35,134573.08,29.72596,-81.50779,Residential,Wood,3
856705,FL,ST  JOHNS COUNTY,234785.42,311111.34,29.72596,-81.50779,Residential,Wood,3
747727,FL,ST  JOHNS COUNTY,1421662.5,1012678.63,29.71431,-81.508018,Residential,Masonry,3
424702,FL,ST  JOHNS COUNTY,16833.96,16673.95,29.715681,-81.50824,Residential,Wood,1
451044,FL,PUTNAM COUNTY,450900,360846.25,29.624882,-81.893837,Residential,Masonry,1
218600,FL,PUTNAM COUNTY,255600,309045.96,29.624882,-81.893837,Residential,Wood,1
602799,FL,PUTNAM COUNTY,183690,228427.7,29.6376,-81.88813,Residential,Wood,1
250654,FL,PUTNAM COUNTY,79258.5,70958.23,29.624882,-81.893837,Residential,Wood,1
967564,FL,PUTNAM COUNTY,295891.2,348309.81,29.6375,-81.8845,Residential,Wood,1
896886,FL,PUTNAM COUNTY,8321.94,13616.36,29.6375,-81.8845,Residential,Wood,1
986862,FL,PUTNAM COUNTY,3545.31,5278.85,29.624697,-81.891426,Residential,Wood,1
436351,FL,PUTNAM COUNTY,15194.17,16392.72,29.630305,-81.869315,Residential,Wood,3
620879,FL,PUTNAM COUNTY,6953.87,5545.19,29.630305,-81.869315,Residential,Wood,3
682078,FL,PUTNAM COUNTY,1012.94,921.41,29.6375,-81.8845,Residential,Wood,4
191464,FL,PUTNAM COUNTY,607.77,839.63,29.65917,-81.90113,Residential,Wood,3
381120,FL,PUTNAM COUNTY,303.88,470.77,29.6375,-81.8845,Residential,Wood,4
410476,FL,PUTNAM COUNTY,25323.62,29743.35,29.6375,-81.8845,Residential,Wood,4
546273,FL,PUTNAM COUNTY,303.88,303.56,29.628857,-81.904175,Residential,Wood,1
594827,FL,PUTNAM COUNTY,506472.43,570539.17,29.626287,-81.897667,Residential,Masonry,1
573912,FL,PUTNAM COUNTY,1012.94,1050.09,29.625495,-81.89077,Residential,Wood,3
139956,FL,PUTNAM COUNTY,8913.91,11233.53,29.62239,-81.89592,Residential,Wood,1
200310,FL,PUTNAM COUNTY,8204.85,7733.5,29.62321,-81.89966,Residential,Wood,1
695311,FL,PUTNAM COUNTY,255524.53,369447.59,29.62239,-81.89592,Residential,Wood,1
